Content Description	ScOT ID	ScOT Label
AC9AMA8C02	212	Animation
AC9AMA8C02	2361	Ethics
AC9AMA8C02	250	Aboriginal art
AC9AMA8C02	252	Australian art
AC9AMA8C02	253	Torres Strait Islander art
AC9AMA8C02	3095	Camera shots
AC9AMA8C02	4563	Media arts
AC9AMA8C02	6138	Representational art
AC9AMA8C02	684	Print media
AC9AMA8C02	698	Photography
AC9AMA8C02	7459	Page layout
AC9AMA8C02	8818	Settings (Narratives)
AC9AMA8D01	1273	Soundscapes (Music)
AC9AMA8D01	16457	Image manipulation
AC9AMA8D01	16585	Artistic purpose
AC9AMA8D01	1669	Composition (Visual arts)
AC9AMA8D01	212	Animation
AC9AMA8D01	2361	Ethics
AC9AMA8D01	3095	Camera shots
AC9AMA8D01	4563	Media arts
AC9AMA8D01	6138	Representational art
AC9AMA8D01	684	Print media
AC9AMA8D01	7459	Page layout
AC9AMA8D02	1979	Audiences
AC9AMA8D02	2361	Ethics
AC9AMA8D02	4563	Media arts
AC9AMA8E01	1023	Literary devices
AC9AMA8E01	1404	Attitudes
AC9AMA8E01	1521	Stereotypes
AC9AMA8E01	15835	Dance purpose and styles
AC9AMA8E01	16936	Artistic context
AC9AMA8E01	273	Culture
AC9AMA8E01	3867	Plots (Stories)
AC9AMA8E01	4190	Themes (Texts)
AC9AMA8E01	4370	Cultural contexts
AC9AMA8E01	4563	Media arts
AC9AMA8E02	1065	Community theatre
AC9AMA8E02	1164	Narratives
AC9AMA8E02	13164	Aboriginal and Torres Strait Islander peoples
AC9AMA8E02	16882	Indigenous cultural and intellectual rights
AC9AMA8E02	16890	Cultural authority
AC9AMA8E02	16891	Cultural expressions
AC9AMA8E02	16893	Cultural protocols
AC9AMA8E02	16894	Cultural knowledge
AC9AMA8E02	1962	Cultural awareness
AC9AMA8E02	250	Aboriginal art
AC9AMA8E02	252	Australian art
AC9AMA8E02	253	Torres Strait Islander art
AC9AMA8E02	255	Aboriginal peoples
AC9AMA8E02	273	Culture
AC9AMA8E02	278	Cultural identity
AC9AMA8E02	4563	Media arts
AC9AMA8E02	4671	Cultural imperialism
AC9AMA8E02	7813	Media influence
AC9AMA8E02	8818	Settings (Narratives)
AC9AMA8P01	16442	Legal release
AC9AMA8P01	1979	Audiences
AC9AMA8P01	2361	Ethics
AC9AMA8P01	4563	Media arts
AC9AMA8P01	4611	Cultural interaction
AC9AMAFC01	16937	Artistic practice
AC9AMAFC01	215	Visual arts
AC9AMAFD01	1121	Play (Recreation)
AC9AMAFD01	16937	Artistic practice
AC9AMAFD01	5356	Imagination
AC9AMAFE01	1556	Arts
AC9AMAFE01	264	Communities
AC9AMAFP01	1978	Audience participation
AC9AMAFP01	1979	Audiences
AC9AMAFP01	215	Visual arts
AC9AMU10C01	11230	Music styles
AC9AMU10C01	16489	Ear training
AC9AMU10C01	16938	Looping (Sound)
AC9AMU10C01	250	Aboriginal art
AC9AMU10C01	253	Torres Strait Islander art
AC9AMU10C01	3290	Sound recording
AC9AMU10C01	3446	Vocal music
AC9AMU10C01	4159	Composing (Music)
AC9AMU10C01	4249	Music performance
AC9AMU10C01	515	Musical instruments
AC9AMU10C01	5393	Musical elements
AC9AMU10C02	13965	Improvisation (Music)
AC9AMU10C02	16938	Looping (Sound)
AC9AMU10C02	1796	Music appreciation
AC9AMU10C02	3133	Musical forms
AC9AMU10C02	3290	Sound recording
AC9AMU10C02	3446	Vocal music
AC9AMU10C02	4159	Composing (Music)
AC9AMU10C02	416	Musical notation
AC9AMU10C02	4249	Music performance
AC9AMU10C02	515	Musical instruments
AC9AMU10C02	5393	Musical elements
AC9AMU10D01	16489	Ear training
AC9AMU10D01	2429	Music structure
AC9AMU10D01	3290	Sound recording
AC9AMU10D01	337	Music
AC9AMU10D01	3446	Vocal music
AC9AMU10D01	4159	Composing (Music)
AC9AMU10D01	416	Musical notation
AC9AMU10D01	4249	Music performance
AC9AMU10D01	5393	Musical elements
AC9AMU10D01	585	Listening
AC9AMU10D01	7913	Audio mixing
AC9AMU10D02	13122	Rehearsal (Music)
AC9AMU10D02	2429	Music structure
AC9AMU10D02	337	Music
AC9AMU10D02	4159	Composing (Music)
AC9AMU10D02	416	Musical notation
AC9AMU10D02	5393	Musical elements
AC9AMU10E01	11230	Music styles
AC9AMU10E01	13965	Improvisation (Music)
AC9AMU10E01	15276	Composers (Music)
AC9AMU10E01	16936	Artistic context
AC9AMU10E01	264	Communities
AC9AMU10E01	273	Culture
AC9AMU10E01	3133	Musical forms
AC9AMU10E01	337	Music
AC9AMU10E01	3446	Vocal music
AC9AMU10E01	4159	Composing (Music)
AC9AMU10E01	4370	Cultural contexts
AC9AMU10E01	5393	Musical elements
AC9AMU10E01	5416	Dynamics (Music)
AC9AMU10E02	11286	Regional art
AC9AMU10E02	1164	Narratives
AC9AMU10E02	13164	Aboriginal and Torres Strait Islander peoples
AC9AMU10E02	15276	Composers (Music)
AC9AMU10E02	16866	First Nations Australian music
AC9AMU10E02	16882	Indigenous cultural and intellectual rights
AC9AMU10E02	16890	Cultural authority
AC9AMU10E02	16891	Cultural expressions
AC9AMU10E02	16893	Cultural protocols
AC9AMU10E02	16894	Cultural knowledge
AC9AMU10E02	1796	Music appreciation
AC9AMU10E02	250	Aboriginal art
AC9AMU10E02	252	Australian art
AC9AMU10E02	253	Torres Strait Islander art
AC9AMU10E02	273	Culture
AC9AMU10E02	278	Cultural identity
AC9AMU10E02	337	Music
AC9AMU10E02	340	Aboriginal music industry
AC9AMU10E02	4671	Cultural imperialism
AC9AMU10E02	5393	Musical elements
AC9AMU10P01	16489	Ear training
AC9AMU10P01	337	Music
AC9AMU10P01	3446	Vocal music
AC9AMU10P01	4249	Music performance
AC9AMU10P01	515	Musical instruments
AC9AMU10P01	5393	Musical elements
AC9AMU2C01	13965	Improvisation (Music)
AC9AMU2C01	3446	Vocal music
AC9AMU2C01	4159	Composing (Music)
AC9AMU2C01	4249	Music performance
AC9AMU2C01	5393	Musical elements
AC9AMU2D01	13965	Improvisation (Music)
AC9AMU2D01	16489	Ear training
AC9AMU2D01	3446	Vocal music
AC9AMU2D01	4249	Music performance
AC9AMU2D01	515	Musical instruments
AC9AMU2D01	585	Listening
AC9AMU2E01	16936	Artistic context
AC9AMU2E01	264	Communities
AC9AMU2E01	273	Culture
AC9AMU2E01	337	Music
AC9AMU2E01	4370	Cultural contexts
AC9AMU2E01	585	Listening
AC9AMU2E02	1164	Narratives
AC9AMU2E02	13164	Aboriginal and Torres Strait Islander peoples
AC9AMU2E02	16866	First Nations Australian music
AC9AMU2E02	16882	Indigenous cultural and intellectual rights
AC9AMU2E02	16890	Cultural authority
AC9AMU2E02	16891	Cultural expressions
AC9AMU2E02	16893	Cultural protocols
AC9AMU2E02	16894	Cultural knowledge
AC9AMU2E02	1979	Audiences
AC9AMU2E02	250	Aboriginal art
AC9AMU2E02	252	Australian art
AC9AMU2E02	253	Torres Strait Islander art
AC9AMU2E02	273	Culture
AC9AMU2E02	337	Music
AC9AMU2E02	340	Aboriginal music industry
AC9AMU2E02	4671	Cultural imperialism
AC9AMU2P01	1979	Audiences
AC9AMU2P01	337	Music
AC9AMU2P01	3446	Vocal music
AC9AMU2P01	4249	Music performance
AC9AMU2P01	515	Musical instruments
AC9AMU2P01	5393	Musical elements
AC9AMU4C01	13965	Improvisation (Music)
AC9AMU4C01	16938	Looping (Sound)
AC9AMU4C01	3290	Sound recording
AC9AMU4C01	3446	Vocal music
AC9AMU4C01	4159	Composing (Music)
AC9AMU4C01	416	Musical notation
AC9AMU4C01	4249	Music performance
AC9AMU4C01	4797	Tempo
AC9AMU4C01	515	Musical instruments
AC9AMU4C01	5393	Musical elements
AC9AMU4C01	5416	Dynamics (Music)
AC9AMU4D01	16489	Ear training
AC9AMU4D01	3446	Vocal music
AC9AMU4D01	4249	Music performance
AC9AMU4D01	515	Musical instruments
AC9AMU4D01	5393	Musical elements
AC9AMU4D01	585	Listening
AC9AMU4E01	16936	Artistic context
AC9AMU4E01	264	Communities
AC9AMU4E01	273	Culture
AC9AMU4E01	337	Music
AC9AMU4E01	4159	Composing (Music)
AC9AMU4E01	4370	Cultural contexts
AC9AMU4E01	5393	Musical elements
AC9AMU4E02	1164	Narratives
AC9AMU4E02	13164	Aboriginal and Torres Strait Islander peoples
AC9AMU4E02	16476	Art themes
AC9AMU4E02	16866	First Nations Australian music
AC9AMU4E02	16882	Indigenous cultural and intellectual rights
AC9AMU4E02	16890	Cultural authority
AC9AMU4E02	16891	Cultural expressions
AC9AMU4E02	16893	Cultural protocols
AC9AMU4E02	16894	Cultural knowledge
AC9AMU4E02	16922	Country (First Nations Australians)
AC9AMU4E02	1796	Music appreciation
AC9AMU4E02	250	Aboriginal art
AC9AMU4E02	252	Australian art
AC9AMU4E02	253	Torres Strait Islander art
AC9AMU4E02	273	Culture
AC9AMU4E02	337	Music
AC9AMU4E02	340	Aboriginal music industry
AC9AMU4E02	4671	Cultural imperialism
AC9AMU4E02	5393	Musical elements
AC9AMU4P01	337	Music
AC9AMU6C01	2429	Music structure
AC9AMU6C01	337	Music
AC9AMU6C01	4159	Composing (Music)
AC9AMU6C01	416	Musical notation
AC9AMU6C01	4249	Music performance
AC9AMU6C01	5393	Musical elements
AC9AMU6C01	5396	Rhythm (Music)
AC9AMU6C01	6789	Pitch (Music)
AC9AMU6D01	515	Musical instruments
AC9AMU6D01	5393	Musical elements
AC9AMU6E01	16489	Ear training
AC9AMU6E01	16936	Artistic context
AC9AMU6E01	264	Communities
AC9AMU6E01	273	Culture
AC9AMU6E01	337	Music
AC9AMU6E01	4370	Cultural contexts
AC9AMU6E01	5393	Musical elements
AC9AMU6E01	5396	Rhythm (Music)
AC9AMU6E01	5416	Dynamics (Music)
AC9AMU6E01	6789	Pitch (Music)
AC9AMU6E02	1164	Narratives
AC9AMU6E02	13164	Aboriginal and Torres Strait Islander peoples
AC9AMU6E02	16866	First Nations Australian music
AC9AMU6E02	16882	Indigenous cultural and intellectual rights
AC9AMU6E02	16890	Cultural authority
AC9AMU6E02	16891	Cultural expressions
AC9AMU6E02	16893	Cultural protocols
AC9AMU6E02	16894	Cultural knowledge
AC9AMU6E02	250	Aboriginal art
AC9AMU6E02	253	Torres Strait Islander art
AC9AMU6E02	273	Culture
AC9AMU6E02	337	Music
AC9AMU6E02	340	Aboriginal music industry
AC9AMU6E02	4671	Cultural imperialism
AC9AMU6E02	5393	Musical elements
AC9AMU6P01	16489	Ear training
AC9AMU6P01	337	Music
AC9AMU6P01	3446	Vocal music
AC9AMU6P01	4249	Music performance
AC9AMU6P01	515	Musical instruments
AC9AMU6P01	5393	Musical elements
AC9AMU8C01	11230	Music styles
AC9AMU8C01	16489	Ear training
AC9AMU8C01	16938	Looping (Sound)
AC9AMU8C01	3133	Musical forms
AC9AMU8C01	3290	Sound recording
AC9AMU8C01	337	Music
AC9AMU8C01	3446	Vocal music
AC9AMU8C01	4159	Composing (Music)
AC9AMU8C01	416	Musical notation
AC9AMU8C01	4249	Music performance
AC9AMU8C01	515	Musical instruments
AC9AMU8C01	5393	Musical elements
AC9AMU8C02	11230	Music styles
AC9AMU8C02	13965	Improvisation (Music)
AC9AMU8C02	16938	Looping (Sound)
AC9AMU8C02	1796	Music appreciation
AC9AMU8C02	3290	Sound recording
AC9AMU8C02	3446	Vocal music
AC9AMU8C02	4159	Composing (Music)
AC9AMU8C02	416	Musical notation
AC9AMU8C02	4249	Music performance
AC9AMU8C02	515	Musical instruments
AC9AMU8C02	5393	Musical elements
AC9AMU8D01	16489	Ear training
AC9AMU8D01	2429	Music structure
AC9AMU8D01	3446	Vocal music
AC9AMU8D01	4159	Composing (Music)
AC9AMU8D01	416	Musical notation
AC9AMU8D01	4249	Music performance
AC9AMU8D01	5393	Musical elements
AC9AMU8D01	585	Listening
AC9AMU8D02	13122	Rehearsal (Music)
AC9AMU8D02	2429	Music structure
AC9AMU8D02	4159	Composing (Music)
AC9AMU8D02	416	Musical notation
AC9AMU8D02	5393	Musical elements
AC9AMU8E01	11230	Music styles
AC9AMU8E01	15276	Composers (Music)
AC9AMU8E01	16490	Sound sources
AC9AMU8E01	16936	Artistic context
AC9AMU8E01	264	Communities
AC9AMU8E01	273	Culture
AC9AMU8E01	3133	Musical forms
AC9AMU8E01	337	Music
AC9AMU8E01	4159	Composing (Music)
AC9AMU8E01	4370	Cultural contexts
AC9AMU8E01	5393	Musical elements
AC9AMU8E01	8027	Timbre
AC9AMU8E02	11286	Regional art
AC9AMU8E02	1164	Narratives
AC9AMU8E02	13164	Aboriginal and Torres Strait Islander peoples
AC9AMU8E02	16866	First Nations Australian music
AC9AMU8E02	16882	Indigenous cultural and intellectual rights
AC9AMU8E02	16890	Cultural authority
AC9AMU8E02	16891	Cultural expressions
AC9AMU8E02	16893	Cultural protocols
AC9AMU8E02	16894	Cultural knowledge
AC9AMU8E02	1796	Music appreciation
AC9AMU8E02	1962	Cultural awareness
AC9AMU8E02	250	Aboriginal art
AC9AMU8E02	252	Australian art
AC9AMU8E02	253	Torres Strait Islander art
AC9AMU8E02	273	Culture
AC9AMU8E02	337	Music
AC9AMU8E02	340	Aboriginal music industry
AC9AMU8E02	4159	Composing (Music)
AC9AMU8E02	4671	Cultural imperialism
AC9AMU8E02	5393	Musical elements
AC9AMU8P01	16489	Ear training
AC9AMU8P01	337	Music
AC9AMU8P01	3446	Vocal music
AC9AMU8P01	4249	Music performance
AC9AMU8P01	515	Musical instruments
AC9AMU8P01	5393	Musical elements
AC9AMUFC01	16937	Artistic practice
AC9AMUFC01	215	Visual arts
AC9AMUFD01	1121	Play (Recreation)
AC9AMUFD01	1556	Arts
AC9AMUFD01	16937	Artistic practice
AC9AMUFD01	5356	Imagination
AC9AMUFE01	1556	Arts
AC9AMUFE01	264	Communities
AC9AMUFP01	1978	Audience participation
AC9AMUFP01	1979	Audiences
AC9AMUFP01	215	Visual arts
AC9AVA10C01	16585	Artistic purpose
AC9AVA10C01	16937	Artistic practice
AC9AVA10C01	1700	Visual arts portfolios
AC9AVA10C01	1979	Audiences
AC9AVA10C01	9255	Art movements
AC9AVA10C02	16585	Artistic purpose
AC9AVA10C02	1660	Symbols
AC9AVA10C02	1669	Composition (Visual arts)
AC9AVA10C02	1684	Art materials
AC9AVA10C02	16937	Artistic practice
AC9AVA10C02	215	Visual arts
AC9AVA10C02	4371	Historical settings (Narratives)
AC9AVA10C02	6138	Representational art
AC9AVA10D01	16585	Artistic purpose
AC9AVA10D01	1669	Composition (Visual arts)
AC9AVA10D01	1684	Art materials
AC9AVA10D01	16937	Artistic practice
AC9AVA10D01	1700	Visual arts portfolios
AC9AVA10D02	16476	Art themes
AC9AVA10D02	16585	Artistic purpose
AC9AVA10D02	16937	Artistic practice
AC9AVA10D02	1801	Arts industry
AC9AVA10D02	1979	Audiences
AC9AVA10D02	256	Artists
AC9AVA10D02	3976	Mixed media
AC9AVA10D02	4205	Multimedia
AC9AVA10D02	9255	Art movements
AC9AVA10E01	11286	Regional art
AC9AVA10E01	15540	Symbolism (Art movements)
AC9AVA10E01	16476	Art themes
AC9AVA10E01	215	Visual arts
AC9AVA10E01	256	Artists
AC9AVA10E01	273	Culture
AC9AVA10E01	4370	Cultural contexts
AC9AVA10E01	4371	Historical settings (Narratives)
AC9AVA10E01	4611	Cultural interaction
AC9AVA10E01	6138	Representational art
AC9AVA10E01	9255	Art movements
AC9AVA10E02	1164	Narratives
AC9AVA10E02	13164	Aboriginal and Torres Strait Islander peoples
AC9AVA10E02	16882	Indigenous cultural and intellectual rights
AC9AVA10E02	16890	Cultural authority
AC9AVA10E02	16891	Cultural expressions
AC9AVA10E02	16893	Cultural protocols
AC9AVA10E02	16894	Cultural knowledge
AC9AVA10E02	16937	Artistic practice
AC9AVA10E02	215	Visual arts
AC9AVA10E02	256	Artists
AC9AVA10E02	273	Culture
AC9AVA10E02	278	Cultural identity
AC9AVA10E02	4671	Cultural imperialism
AC9AVA10P01	1672	Art exhibitions
AC9AVA10P01	16937	Artistic practice
AC9AVA10P01	215	Visual arts
AC9AVA2C01	11417	Art genres
AC9AVA2C01	1660	Symbols
AC9AVA2C01	1669	Composition (Visual arts)
AC9AVA2C01	1684	Art materials
AC9AVA2C01	16937	Artistic practice
AC9AVA2D01	1669	Composition (Visual arts)
AC9AVA2D01	1684	Art materials
AC9AVA2D01	16937	Artistic practice
AC9AVA2E01	11286	Regional art
AC9AVA2E01	16936	Artistic context
AC9AVA2E01	215	Visual arts
AC9AVA2E01	256	Artists
AC9AVA2E01	264	Communities
AC9AVA2E01	273	Culture
AC9AVA2E01	4370	Cultural contexts
AC9AVA2E01	9255	Art movements
AC9AVA2E02	1164	Narratives
AC9AVA2E02	13164	Aboriginal and Torres Strait Islander peoples
AC9AVA2E02	16882	Indigenous cultural and intellectual rights
AC9AVA2E02	16890	Cultural authority
AC9AVA2E02	16891	Cultural expressions
AC9AVA2E02	16893	Cultural protocols
AC9AVA2E02	16894	Cultural knowledge
AC9AVA2E02	215	Visual arts
AC9AVA2E02	273	Culture
AC9AVA2E02	4671	Cultural imperialism
AC9AVA2P01	16937	Artistic practice
AC9AVA2P01	1979	Audiences
AC9AVA2P01	215	Visual arts
AC9AVA4C01	16585	Artistic purpose
AC9AVA4C01	1660	Symbols
AC9AVA4C01	1669	Composition (Visual arts)
AC9AVA4C01	1684	Art materials
AC9AVA4C01	16937	Artistic practice
AC9AVA4D01	1669	Composition (Visual arts)
AC9AVA4D01	1684	Art materials
AC9AVA4D01	16937	Artistic practice
AC9AVA4E01	11286	Regional art
AC9AVA4E01	1669	Composition (Visual arts)
AC9AVA4E01	1684	Art materials
AC9AVA4E01	16936	Artistic context
AC9AVA4E01	215	Visual arts
AC9AVA4E01	256	Artists
AC9AVA4E01	273	Culture
AC9AVA4E01	4370	Cultural contexts
AC9AVA4E01	9255	Art movements
AC9AVA4E02	1164	Narratives
AC9AVA4E02	13164	Aboriginal and Torres Strait Islander peoples
AC9AVA4E02	16882	Indigenous cultural and intellectual rights
AC9AVA4E02	16890	Cultural authority
AC9AVA4E02	16891	Cultural expressions
AC9AVA4E02	16893	Cultural protocols
AC9AVA4E02	16894	Cultural knowledge
AC9AVA4E02	16922	Country (First Nations Australians)
AC9AVA4E02	215	Visual arts
AC9AVA4E02	273	Culture
AC9AVA4E02	4671	Cultural imperialism
AC9AVA4P01	1672	Art exhibitions
AC9AVA4P01	16937	Artistic practice
AC9AVA4P01	1979	Audiences
AC9AVA4P01	215	Visual arts
AC9AVA6C01	16585	Artistic purpose
AC9AVA6C01	1660	Symbols
AC9AVA6C01	1669	Composition (Visual arts)
AC9AVA6C01	1684	Art materials
AC9AVA6C01	16937	Artistic practice
AC9AVA6C01	215	Visual arts
AC9AVA6D01	1669	Composition (Visual arts)
AC9AVA6D01	1684	Art materials
AC9AVA6D01	16937	Artistic practice
AC9AVA6D01	1700	Visual arts portfolios
AC9AVA6E01	11286	Regional art
AC9AVA6E01	1669	Composition (Visual arts)
AC9AVA6E01	1684	Art materials
AC9AVA6E01	16937	Artistic practice
AC9AVA6E01	215	Visual arts
AC9AVA6E01	256	Artists
AC9AVA6E01	273	Culture
AC9AVA6E01	4370	Cultural contexts
AC9AVA6E01	8818	Settings (Narratives)
AC9AVA6E01	9255	Art movements
AC9AVA6E02	1164	Narratives
AC9AVA6E02	13164	Aboriginal and Torres Strait Islander peoples
AC9AVA6E02	16882	Indigenous cultural and intellectual rights
AC9AVA6E02	16890	Cultural authority
AC9AVA6E02	16891	Cultural expressions
AC9AVA6E02	16893	Cultural protocols
AC9AVA6E02	16894	Cultural knowledge
AC9AVA6E02	215	Visual arts
AC9AVA6E02	273	Culture
AC9AVA6E02	278	Cultural identity
AC9AVA6E02	4671	Cultural imperialism
AC9AVA6P01	1672	Art exhibitions
AC9AVA6P01	16937	Artistic practice
AC9AVA6P01	1700	Visual arts portfolios
AC9AVA6P01	215	Visual arts
AC9AVA6P01	5912	Exhibits
AC9AVA8C01	16585	Artistic purpose
AC9AVA8C01	1669	Composition (Visual arts)
AC9AVA8C01	1684	Art materials
AC9AVA8C01	1700	Visual arts portfolios
AC9AVA8C01	9255	Art movements
AC9AVA8C02	16585	Artistic purpose
AC9AVA8C02	1660	Symbols
AC9AVA8C02	1669	Composition (Visual arts)
AC9AVA8C02	1684	Art materials
AC9AVA8C02	16937	Artistic practice
AC9AVA8C02	215	Visual arts
AC9AVA8D01	16585	Artistic purpose
AC9AVA8D01	1669	Composition (Visual arts)
AC9AVA8D01	1684	Art materials
AC9AVA8D01	16937	Artistic practice
AC9AVA8D02	16585	Artistic purpose
AC9AVA8D02	1684	Art materials
AC9AVA8D02	16937	Artistic practice
AC9AVA8D02	1801	Arts industry
AC9AVA8D02	256	Artists
AC9AVA8D02	9255	Art movements
AC9AVA8E01	11286	Regional art
AC9AVA8E01	16585	Artistic purpose
AC9AVA8E01	1669	Composition (Visual arts)
AC9AVA8E01	1684	Art materials
AC9AVA8E01	16936	Artistic context
AC9AVA8E01	16937	Artistic practice
AC9AVA8E01	215	Visual arts
AC9AVA8E01	252	Australian art
AC9AVA8E01	256	Artists
AC9AVA8E01	273	Culture
AC9AVA8E01	4372	Social settings (Narratives)
AC9AVA8E01	6138	Representational art
AC9AVA8E01	8818	Settings (Narratives)
AC9AVA8E01	9255	Art movements
AC9AVA8E02	1164	Narratives
AC9AVA8E02	13164	Aboriginal and Torres Strait Islander peoples
AC9AVA8E02	16882	Indigenous cultural and intellectual rights
AC9AVA8E02	16890	Cultural authority
AC9AVA8E02	16891	Cultural expressions
AC9AVA8E02	16893	Cultural protocols
AC9AVA8E02	16894	Cultural knowledge
AC9AVA8E02	1962	Cultural awareness
AC9AVA8E02	215	Visual arts
AC9AVA8E02	273	Culture
AC9AVA8E02	278	Cultural identity
AC9AVA8E02	4671	Cultural imperialism
AC9AVA8P01	1672	Art exhibitions
AC9AVA8P01	16937	Artistic practice
AC9AVA8P01	1979	Audiences
AC9AVA8P01	215	Visual arts
AC9AVA8P01	5912	Exhibits
AC9AVAFC01	215	Visual arts
AC9AVAFD01	1121	Play (Recreation)
AC9AVAFD01	16937	Artistic practice
AC9AVAFD01	5356	Imagination
AC9AVAFE01	1556	Arts
AC9AVAFE01	264	Communities
AC9AVAFP01	1978	Audience participation
AC9AVAFP01	215	Visual arts
AC9E10LA01	4411	Conversations
AC9E10LA01	9310	Language conventions
AC9E10LA01	987	Social relations
AC9E10LA02	1404	Attitudes
AC9E10LA02	786	Beliefs
AC9E10LA03	13856	Text purpose
AC9E10LA03	3467	Text structure
AC9E10LA03	5991	Texts
AC9E10LA03	9310	Language conventions
AC9E10LA04	24	Cohesion (Language)
AC9E10LA04	2735	Images (Texts)
AC9E10LA04	6663	Paragraphs
AC9E10LA05	4158	Sentences (Grammar)
AC9E10LA06	16935	Text meaning
AC9E10LA06	4158	Sentences (Grammar)
AC9E10LA07	1669	Composition (Visual arts)
AC9E10LA07	2735	Images (Texts)
AC9E10LA07	4585	Viewing
AC9E10LA08	13037	Register (Language)
AC9E10LA08	3998	Word meanings
AC9E10LA09	13037	Register (Language)
AC9E10LA09	1412	Punctuation
AC9E10LE01	11197	Regional literature
AC9E10LE01	1164	Narratives
AC9E10LE01	307	Aboriginal English literature
AC9E10LE01	308	Literature
AC9E10LE02	308	Literature
AC9E10LE02	747	Literary criticism
AC9E10LE03	1023	Literary devices
AC9E10LE03	1925	Literary styles
AC9E10LE03	273	Culture
AC9E10LE03	747	Literary criticism
AC9E10LE04	273	Culture
AC9E10LE04	308	Literature
AC9E10LE04	786	Beliefs
AC9E10LE05	1023	Literary devices
AC9E10LE05	3467	Text structure
AC9E10LE05	4586	Critical thinking
AC9E10LE05	7195	Intertextuality
AC9E10LE05	9310	Language conventions
AC9E10LE06	1023	Literary devices
AC9E10LE06	4586	Critical thinking
AC9E10LE07	4586	Critical thinking
AC9E10LE07	747	Literary criticism
AC9E10LE08	1023	Literary devices
AC9E10LE08	3170	Editing
AC9E10LE08	3467	Text structure
AC9E10LE08	4161	Creating texts
AC9E10LE08	7026	Imaginative texts
AC9E10LY01	4586	Critical thinking
AC9E10LY02	10403	Listening comprehension
AC9E10LY02	1404	Attitudes
AC9E10LY02	4411	Conversations
AC9E10LY02	7201	Speaking
AC9E10LY03	786	Beliefs
AC9E10LY03	1404	Attitudes
AC9E10LY03	4586	Critical thinking
AC9E10LY03	9310	Language conventions
AC9E10LY04	13856	Text purpose
AC9E10LY04	3467	Text structure
AC9E10LY04	4586	Critical thinking
AC9E10LY05	1055	Reading
AC9E10LY05	3467	Text structure
AC9E10LY05	4586	Critical thinking
AC9E10LY05	5991	Texts
AC9E10LY06	3170	Editing
AC9E10LY06	4161	Creating texts
AC9E10LY06	9310	Language conventions
AC9E10LY07	7201	Speaking
AC9E10LY07	7416	Oral presentations
AC9E10LY08	13072	Word formation
AC9E10LY08	8935	Spelling
AC9E1LA01	10769	Language acquisition
AC9E1LA01	15097	Language usage
AC9E1LA01	987	Social relations
AC9E1LA02	10769	Language acquisition
AC9E1LA02	1404	Attitudes
AC9E1LA02	15097	Language usage
AC9E1LA03	13856	Text purpose
AC9E1LA03	3467	Text structure
AC9E1LA03	5991	Texts
AC9E1LA04	354	Poetry
AC9E1LA04	12132	Rhyme
AC9E1LA04	24	Cohesion (Language)
AC9E1LA05	3467	Text structure
AC9E1LA06	4158	Sentences (Grammar)
AC9E1LA06	8807	Touch
AC9E1LA07	3275	Nouns
AC9E1LA07	650	Words
